laus_code,state_fips_code,county_fips_code,county_name_state_abbreviation,year,labor_force,employed,unemployed,unemployment_rate
CN2204500000000,22,045,"Iberia Parish, LA",2022,27685,26522,1163,4.2     
CN2204700000000,22,047,"Iberville Parish, LA",2022,13988,13372,616,4.4     
CN2204900000000,22,049,"Jackson Parish, LA",2022,6942,6721,221,3.2     
CN2205100000000,22,051,"Jefferson Parish, LA",2022,210587,203079,7508,3.6     
CN2205300000000,22,053,"Jefferson Davis Parish, LA",2022,12400,11967,433,3.5     
CN2205500000000,22,055,"Lafayette Parish, LA",2022,116728,113046,3682,3.2     
CN2205700000000,22,057,"Lafourche Parish, LA",2022,40562,39183,1379,3.4     
CN2205900000000,22,059,"LaSalle Parish, LA",2022,6778,6599,179,2.6     
CN2206100000000,22,061,"Lincoln Parish, LA",2022,21350,20602,748,3.5     
CN2206300000000,22,063,"Livingston Parish, LA",2022,72126,70073,2053,2.8     
CN2206500000000,22,065,"Madison Parish, LA",2022,3503,3327,176,5.0     
CN2206700000000,22,067,"Morehouse Parish, LA",2022,9947,9426,521,5.2     
CN2206900000000,22,069,"Natchitoches Parish, LA",2022,16687,16032,655,3.9     
CN2207100000000,22,071,"Orleans Parish, LA",2022,176691,168780,7911,4.5     
CN2207300000000,22,073,"Ouachita Parish, LA",2022,70659,68082,2577,3.6     
CN2207500000000,22,075,"Plaquemines Parish, LA",2022,9805,9489,316,3.2     
CN2207700000000,22,077,"Pointe Coupee Parish, LA",2022,9863,9481,382,3.9     
CN2207900000000,22,079,"Rapides Parish, LA",2022,56381,54566,1815,3.2     
CN2208100000000,22,081,"Red River Parish, LA",2022,3894,3766,128,3.3     
CN2208300000000,22,083,"Richland Parish, LA",2022,8287,7951,336,4.1     
CN2208500000000,22,085,"Sabine Parish, LA",2022,9254,8952,302,3.3     
CN2208700000000,22,087,"St. Bernard Parish, LA",2022,20012,19215,797,4.0     
CN2208900000000,22,089,"St. Charles Parish, LA",2022,24818,23992,826,3.3     
CN2209100000000,22,091,"St. Helena Parish, LA",2022,4302,4072,230,5.3     
CN2209300000000,22,093,"St. James Parish, LA",2022,8919,8508,411,4.6     
CN2209500000000,22,095,"St. John the Baptist Parish, LA",2022,19119,18165,954,5.0     
CN2209700000000,22,097,"St. Landry Parish, LA",2022,32013,30592,1421,4.4     
CN2209900000000,22,099,"St. Martin Parish, LA",2022,22121,21311,810,3.7     
CN2210100000000,22,101,"St. Mary Parish, LA",2022,19306,18485,821,4.3     
CN2210300000000,22,103,"St. Tammany Parish, LA",2022,119821,116289,3532,2.9     
CN2210500000000,22,105,"Tangipahoa Parish, LA",2022,56759,54306,2453,4.3     
CN2210700000000,22,107,"Tensas Parish, LA",2022,1328,1262,66,5.0     
CN2210900000000,22,109,"Terrebonne Parish, LA",2022,44612,42885,1727,3.9     
CN2211100000000,22,111,"Union Parish, LA",2022,9217,8868,349,3.8     
CN2211300000000,22,113,"Vermilion Parish, LA",2022,24142,23290,852,3.5     
CN2211500000000,22,115,"Vernon Parish, LA",2022,16282,15623,659,4.0     
CN2211700000000,22,117,"Washington Parish, LA",2022,17109,16396,713,4.2     
CN2211900000000,22,119,"Webster Parish, LA",2022,14221,13631,590,4.1     
CN2212100000000,22,121,"West Baton Rouge Parish, LA",2022,14085,13626,459,3.3     
CN2212300000000,22,123,"West Carroll Parish, LA",2022,3537,3343,194,5.5     
CN2212500000000,22,125,"West Feliciana Parish, LA",2022,5472,5331,141,2.6     
CN2212700000000,22,127,"Winn Parish, LA",2022,4649,4463,186,4.0     
CN2300100000000,23,001,"Androscoggin County, ME",2022,52717,51143,1574,3.0     
CN2300300000000,23,003,"Aroostook County, ME",2022,28237,27068,1169,4.1     
CN2300500000000,23,005,"Cumberland County, ME",2022,161629,157741,3888,2.4     
CN2300700000000,23,007,"Franklin County, ME",2022,13642,13154,488,3.6     
CN2300900000000,23,009,"Hancock County, ME",2022,28408,27417,991,3.5     
CN2301100000000,23,011,"Kennebec County, ME",2022,60945,59223,1722,2.8     
CN2301300000000,23,013,"Knox County, ME",2022,19738,19147,591,3.0     
CN2301500000000,23,015,"Lincoln County, ME",2022,16492,16015,477,2.9     
CN2301700000000,23,017,"Oxford County, ME",2022,25702,24853,849,3.3     
CN2301900000000,23,019,"Penobscot County, ME",2022,74606,72300,2306,3.1     
CN2302100000000,23,021,"Piscataquis County, ME",2022,7258,6982,276,3.8     
CN2302300000000,23,023,"Sagadahoc County, ME",2022,18883,18433,450,2.4     
CN2302500000000,23,025,"Somerset County, ME",2022,21789,20891,898,4.1     
CN2302700000000,23,027,"Waldo County, ME",2022,20148,19511,637,3.2     
CN2302900000000,23,029,"Washington County, ME",2022,13244,12679,565,4.3     
CN2303100000000,23,031,"York County, ME",2022,111436,108410,3026,2.7     
CN2400100000000,24,001,"Allegany County, MD",2022,31102,29849,1253,4.0     
CN2400300000000,24,003,"Anne Arundel County, MD",2022,313385,304493,8892,2.8     
CN2400500000000,24,005,"Baltimore County, MD",2022,443836,429164,14672,3.3     
CN2400900000000,24,009,"Calvert County, MD",2022,49346,47891,1455,2.9     
CN2401100000000,24,011,"Caroline County, MD",2022,17107,16581,526,3.1     
CN2401300000000,24,013,"Carroll County, MD",2022,94578,92067,2511,2.7     
CN2401500000000,24,015,"Cecil County, MD",2022,53761,51972,1789,3.3     
CN2401700000000,24,017,"Charles County, MD",2022,86546,83670,2876,3.3     
CN2401900000000,24,019,"Dorchester County, MD",2022,15983,15408,575,3.6     
CN2402100000000,24,021,"Frederick County, MD",2022,136010,131997,4013,3.0     
CN2402300000000,24,023,"Garrett County, MD",2022,14983,14466,517,3.5     
CN2402500000000,24,025,"Harford County, MD",2022,139847,135697,4150,3.0     
CN2402700000000,24,027,"Howard County, MD",2022,187382,182454,4928,2.6     
CN2402900000000,24,029,"Kent County, MD",2022,9734,9384,350,3.6     
CN2403100000000,24,031,"Montgomery County, MD",2022,546813,530944,15869,2.9     
CN2403300000000,24,033,"Prince George's County, MD",2022,496637,479080,17557,3.5     
CN2403500000000,24,035,"Queen Anne's County, MD",2022,28005,27231,774,2.8     
CN2403700000000,24,037,"St. Mary's County, MD",2022,57662,55891,1771,3.1     
CN2403900000000,24,039,"Somerset County, MD",2022,9019,8588,431,4.8     
CN2404100000000,24,041,"Talbot County, MD",2022,17483,16895,588,3.4     
CN2404300000000,24,043,"Washington County, MD",2022,72276,69875,2401,3.3     
CN2404500000000,24,045,"Wicomico County, MD",2022,51069,49104,1965,3.8     
CN2404700000000,24,047,"Worcester County, MD",2022,25185,23919,1266,5.0     
CN2451000000000,24,510,"Baltimore city, MD",2022,273763,262081,11682,4.3     
CN2500100000000,25,001,"Barnstable County, MA",2022,111609,106317,5292,4.7     
CN2500300000000,25,003,"Berkshire County, MA",2022,61961,59260,2701,4.4     
CN2500500000000,25,005,"Bristol County, MA",2022,298575,284709,13866,4.6     
CN2500700000000,25,007,"Dukes County, MA",2022,9592,9089,503,5.2     
CN2500900000000,25,009,"Essex County, MA",2022,420933,404395,16538,3.9     
CN2501100000000,25,011,"Franklin County, MA",2022,40138,38784,1354,3.4     
CN2501300000000,25,013,"Hampden County, MA",2022,223322,212327,10995,4.9     
CN2501500000000,25,015,"Hampshire County, MA",2022,89177,86161,3016,3.4     
CN2501700000000,25,017,"Middlesex County, MA",2022,909392,881480,27912,3.1     
CN2501900000000,25,019,"Nantucket County/town, MA",2022,7868,7371,497,6.3     
CN2502100000000,25,021,"Norfolk County, MA",2022,392356,379275,13081,3.3     
CN2502300000000,25,023,"Plymouth County, MA",2022,283384,272123,11261,4.0     
CN2502500000000,25,025,"Suffolk County, MA",2022,452927,436502,16425,3.6     
CN2502700000000,25,027,"Worcester County, MA",2022,442688,425380,17308,3.9     
CN2600100000000,26,001,"Alcona County, MI",2022,3841,3574,267,7.0     
CN2600300000000,26,003,"Alger County, MI",2022,3228,2989,239,7.4     
CN2600500000000,26,005,"Allegan County, MI",2022,61711,59418,2293,3.7     
CN2600700000000,26,007,"Alpena County, MI",2022,13192,12532,660,5.0     
CN2600900000000,26,009,"Antrim County, MI",2022,10102,9513,589,5.8     
CN2601100000000,26,011,"Arenac County, MI",2022,5787,5360,427,7.4     
CN2601300000000,26,013,"Baraga County, MI",2022,3064,2840,224,7.3     
CN2601500000000,26,015,"Barry County, MI",2022,31787,30561,1226,3.9     
CN2601700000000,26,017,"Bay County, MI",2022,48944,46404,2540,5.2     
CN2601900000000,26,019,"Benzie County, MI",2022,8743,8278,465,5.3     
CN2602100000000,26,021,"Berrien County, MI",2022,71619,68355,3264,4.6     
CN2602300000000,26,023,"Branch County, MI",2022,19616,18807,809,4.1     
CN2602500000000,26,025,"Calhoun County, MI",2022,59789,56904,2885,4.8     
CN2602700000000,26,027,"Cass County, MI",2022,23458,22414,1044,4.5     
CN2602900000000,26,029,"Charlevoix County, MI",2022,12784,12179,605,4.7     
CN2603100000000,26,031,"Cheboygan County, MI",2022,10300,9444,856,8.3     
CN2603300000000,26,033,"Chippewa County, MI",2022,16006,14988,1018,6.4     
CN2603500000000,26,035,"Clare County, MI",2022,11238,10454,784,7.0     
CN2603700000000,26,037,"Clinton County, MI",2022,40034,38471,1563,3.9     
CN2603900000000,26,039,"Crawford County, MI",2022,5480,5121,359,6.6     
CN2604100000000,26,041,"Delta County, MI",2022,16573,15649,924,5.6     
CN2604300000000,26,043,"Dickinson County, MI",2022,12186,11656,530,4.3     
CN2604500000000,26,045,"Eaton County, MI",2022,55768,53295,2473,4.4     
CN2604700000000,26,047,"Emmet County, MI",2022,16760,15828,932,5.6     
CN2604900000000,26,049,"Genesee County, MI",2022,178083,168128,9955,5.6     
CN2605100000000,26,051,"Gladwin County, MI",2022,9886,9287,599,6.1     
CN2605300000000,26,053,"Gogebic County, MI",2022,5680,5384,296,5.2     
CN2605500000000,26,055,"Grand Traverse County, MI",2022,49402,47541,1861,3.8     
CN2605700000000,26,057,"Gratiot County, MI",2022,17298,16495,803,4.6     
CN2605900000000,26,059,"Hillsdale County, MI",2022,20129,19205,924,4.6     
CN2606100000000,26,061,"Houghton County, MI",2022,16218,15433,785,4.8     
CN2606300000000,26,063,"Huron County, MI",2022,14963,14258,705,4.7     
CN2606500000000,26,065,"Ingham County, MI",2022,145700,139226,6474,4.4     
CN2606700000000,26,067,"Ionia County, MI",2022,30185,29006,1179,3.9     
CN2606900000000,26,069,"Iosco County, MI",2022,10233,9577,656,6.4     
CN2607100000000,26,071,"Iron County, MI",2022,4724,4440,284,6.0     
CN2607300000000,26,073,"Isabella County, MI",2022,31715,30169,1546,4.9     
CN2607500000000,26,075,"Jackson County, MI",2022,73791,70491,3300,4.5     
CN2607700000000,26,077,"Kalamazoo County, MI",2022,131436,126245,5191,3.9     
CN2607900000000,26,079,"Kalkaska County, MI",2022,7862,7392,470,6.0     
CN2608100000000,26,081,"Kent County, MI",2022,359534,346976,12558,3.5     
CN2608300000000,26,083,"Keweenaw County, MI",2022,904,849,55,6.1     
CN2608500000000,26,085,"Lake County, MI",2022,3885,3611,274,7.1     
CN2608700000000,26,087,"Lapeer County, MI",2022,40156,38435,1721,4.3     
CN2608900000000,26,089,"Leelanau County, MI",2022,10300,9861,439,4.3     
CN2609100000000,26,091,"Lenawee County, MI",2022,44786,42695,2091,4.7     
CN2609300000000,26,093,"Livingston County, MI",2022,102705,99778,2927,2.8     
CN2609500000000,26,095,"Luce County, MI",2022,2117,1985,132,6.2     
CN2609700000000,26,097,"Mackinac County, MI",2022,5085,4623,462,9.1     
CN2609900000000,26,099,"Macomb County, MI",2022,440043,423756,16287,3.7     
CN2610100000000,26,101,"Manistee County, MI",2022,9751,9174,577,5.9     
CN2610300000000,26,103,"Marquette County, MI",2022,31807,30224,1583,5.0     
CN2610500000000,26,105,"Mason County, MI",2022,13174,12475,699,5.3     
CN2610700000000,26,107,"Mecosta County, MI",2022,18207,17198,1009,5.5     
CN2610900000000,26,109,"Menominee County, MI",2022,10644,10190,454,4.3     
CN2611100000000,26,111,"Midland County, MI",2022,39895,38161,1734,4.3     
CN2611300000000,26,113,"Missaukee County, MI",2022,6789,6446,343,5.1     
CN2611500000000,26,115,"Monroe County, MI",2022,74453,70861,3592,4.8     
CN2611700000000,26,117,"Montcalm County, MI",2022,27766,26511,1255,4.5     
CN2611900000000,26,119,"Montmorency County, MI",2022,3018,2772,246,8.2     
CN2612100000000,26,121,"Muskegon County, MI",2022,76671,72763,3908,5.1     
CN2612300000000,26,123,"Newaygo County, MI",2022,23161,22063,1098,4.7     
CN2612500000000,26,125,"Oakland County, MI",2022,664232,644401,19831,3.0     
CN2612700000000,26,127,"Oceana County, MI",2022,11407,10659,748,6.6     
CN2612900000000,26,129,"Ogemaw County, MI",2022,8229,7653,576,7.0     
CN2613100000000,26,131,"Ontonagon County, MI",2022,2002,1852,150,7.5     
CN2613300000000,26,133,"Osceola County, MI",2022,11285,10752,533,4.7     
CN2613500000000,26,135,"Oscoda County, MI",2022,2783,2563,220,7.9     
CN2613700000000,26,137,"Otsego County, MI",2022,11486,10864,622,5.4     
CN2613900000000,26,139,"Ottawa County, MI",2022,161616,156266,5350,3.3     
CN2614100000000,26,141,"Presque Isle County, MI",2022,4900,4523,377,7.7     
CN2614300000000,26,143,"Roscommon County, MI",2022,7930,7254,676,8.5     
CN2614500000000,26,145,"Saginaw County, MI",2022,82601,78002,4599,5.6     
CN2614700000000,26,147,"St. Clair County, MI",2022,74282,71387,2895,3.9     
CN2614900000000,26,149,"St. Joseph County, MI",2022,28305,27098,1207,4.3     
CN2615100000000,26,151,"Sanilac County, MI",2022,18809,17821,988,5.3     
CN2615300000000,26,153,"Schoolcraft County, MI",2022,3106,2865,241,7.8     
CN2615500000000,26,155,"Shiawassee County, MI",2022,32187,30651,1536,4.8     
CN2615700000000,26,157,"Tuscola County, MI",2022,22886,21644,1242,5.4     
CN2615900000000,26,159,"Van Buren County, MI",2022,34141,32402,1739,5.1     
CN2616100000000,26,161,"Washtenaw County, MI",2022,194931,187847,7084,3.6     
CN2616300000000,26,163,"Wayne County, MI",2022,789916,753274,36642,4.6     
CN2616500000000,26,165,"Wexford County, MI",2022,14773,14049,724,4.9     
CN2700100000000,27,001,"Aitkin County, MN",2022,7459,7122,337,4.5     
CN2700300000000,27,003,"Anoka County, MN",2022,198440,193204,5236,2.6     
CN2700500000000,27,005,"Becker County, MN",2022,19393,18821,572,2.9     
CN2700700000000,27,007,"Beltrami County, MN",2022,25036,24215,821,3.3     
CN2700900000000,27,009,"Benton County, MN",2022,21608,20865,743,3.4     
CN2701100000000,27,011,"Big Stone County, MN",2022,2399,2321,78,3.3     
CN2701300000000,27,013,"Blue Earth County, MN",2022,40267,39356,911,2.3     
CN2701500000000,27,015,"Brown County, MN",2022,13773,13399,374,2.7     
CN2701700000000,27,017,"Carlton County, MN",2022,17578,16945,633,3.6     
CN2701900000000,27,019,"Carver County, MN",2022,59251,57973,1278,2.2     
CN2702100000000,27,021,"Cass County, MN",2022,14729,14110,619,4.2     
CN2702300000000,27,023,"Chippewa County, MN",2022,6480,6322,158,2.4     
CN2702500000000,27,025,"Chisago County, MN",2022,29924,29002,922,3.1     
CN2702700000000,27,027,"Clay County, MN",2022,37587,36777,810,2.2     
CN2702900000000,27,029,"Clearwater County, MN",2022,4504,4207,297,6.6     
CN2703100000000,27,031,"Cook County, MN",2022,2850,2749,101,3.5     
CN2703300000000,27,033,"Cottonwood County, MN",2022,6664,6477,187,2.8     
CN2703500000000,27,035,"Crow Wing County, MN",2022,33477,32390,1087,3.2     
CN2703700000000,27,037,"Dakota County, MN",2022,241932,236152,5780,2.4     
CN2703900000000,27,039,"Dodge County, MN",2022,11907,11591,316,2.7     
CN2704100000000,27,041,"Douglas County, MN",2022,21530,21023,507,2.4     
CN2704300000000,27,043,"Faribault County, MN",2022,7067,6844,223,3.2     
CN2704500000000,27,045,"Fillmore County, MN",2022,11427,11127,300,2.6     
CN2704700000000,27,047,"Freeborn County, MN",2022,15839,15414,425,2.7     
CN2704900000000,27,049,"Goodhue County, MN",2022,26680,25993,687,2.6     
CN2705100000000,27,051,"Grant County, MN",2022,3261,3165,96,2.9     
CN2705300000000,27,053,"Hennepin County, MN",2022,703573,686159,17414,2.5     
CN2705500000000,27,055,"Houston County, MN",2022,10453,10215,238,2.3     
CN2705700000000,27,057,"Hubbard County, MN",2022,10169,9742,427,4.2     
CN2705900000000,27,059,"Isanti County, MN",2022,21709,20980,729,3.4     
CN2706100000000,27,061,"Itasca County, MN",2022,21727,20749,978,4.5     
CN2706300000000,27,063,"Jackson County, MN",2022,5416,5280,136,2.5     
CN2706500000000,27,065,"Kanabec County, MN",2022,9215,8783,432,4.7     
CN2706700000000,27,067,"Kandiyohi County, MN",2022,23213,22547,666,2.9     
CN2706900000000,27,069,"Kittson County, MN",2022,2228,2165,63,2.8     
CN2707100000000,27,071,"Koochiching County, MN",2022,5813,5579,234,4.0     
CN2707300000000,27,073,"Lac qui Parle County, MN",2022,3400,3308,92,2.7     
CN2707500000000,27,075,"Lake County, MN",2022,5336,5070,266,5.0     
CN2707700000000,27,077,"Lake of the Woods County, MN",2022,2403,2325,78,3.2     
CN2707900000000,27,079,"Le Sueur County, MN",2022,15898,15329,569,3.6     
CN2708100000000,27,081,"Lincoln County, MN",2022,3029,2941,88,2.9     
CN2708300000000,27,083,"Lyon County, MN",2022,14421,14061,360,2.5     
CN2708500000000,27,085,"McLeod County, MN",2022,19257,18701,556,2.9     
CN2708700000000,27,087,"Mahnomen County, MN",2022,2234,2125,109,4.9     
CN2708900000000,27,089,"Marshall County, MN",2022,5357,5142,215,4.0     
CN2709100000000,27,091,"Martin County, MN",2022,9618,9358,260,2.7     
CN2709300000000,27,093,"Meeker County, MN",2022,13551,13153,398,2.9     
CN2709500000000,27,095,"Mille Lacs County, MN",2022,12667,12097,570,4.5     
CN2709700000000,27,097,"Morrison County, MN",2022,17275,16512,763,4.4     
CN2709900000000,27,099,"Mower County, MN",2022,20746,20218,528,2.5     
CN2710100000000,27,101,"Murray County, MN",2022,4654,4500,154,3.3     
CN2710300000000,27,103,"Nicollet County, MN",2022,20648,20234,414,2.0     
CN2710500000000,27,105,"Nobles County, MN",2022,11087,10837,250,2.3     
CN2710700000000,27,107,"Norman County, MN",2022,3190,3076,114,3.6     
CN2710900000000,27,109,"Olmsted County, MN",2022,91063,89076,1987,2.2     
CN2711100000000,27,111,"Otter Tail County, MN",2022,31357,30411,946,3.0     
CN2711300000000,27,113,"Pennington County, MN",2022,8815,8522,293,3.3     
CN2711500000000,27,115,"Pine County, MN",2022,14389,13749,640,4.4     
CN2711700000000,27,117,"Pipestone County, MN",2022,4662,4544,118,2.5     
CN2711900000000,27,119,"Polk County, MN",2022,16045,15570,475,3.0     
CN2712100000000,27,121,"Pope County, MN",2022,6502,6343,159,2.4     
CN2712300000000,27,123,"Ramsey County, MN",2022,285106,277417,7689,2.7     
